"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-07","5.1",",,S",,,"15.5","H,,S",,,"10.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-08","4.1",",,S",,,"14.9","H,,S",,,"9.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-09","0.0",",,S",,,"18.7","H,,S",,,"12.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-10",,,,,"16.8","H,,S","23.4",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-11",,,,,"10.6","H,,S","17.2",",,S","4.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-12","15.0",",,S",,,"15.1","H,,S",,,"5.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-13","0.0",",,S",,,"13.9","H,,S","18.2",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-14","0.0",",,S",,,"11.1","H,,S","15.5",",,S","9.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-15","4.1",",,S",,,"12.1","H,,S",,,"10.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-16","0.0",",,S",,,"10.4","H,,S","16.7",",,S","4.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-17",,,,,"10.2","H,,S","16.1",",,S","6.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-18",,,,,"8.7","H,,S","14.0",",,S","5.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-19",,,,,"7.8","H,,S",,,"1.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-20",,,,,"10.5","H,,S",,,"3.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-21",,,,,"12.5","H,,S","18.3",",,S","6.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-22",,,,,"14.1","H,,S","18.3",",,S","8.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-23",,,,,"16.6","H,,S",,,"11.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-24",,,,,"15.0","H,,S","24.5",",,S","12.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-25","32.0",",,S",,,"15.4","H,,S",,,"13.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-26","0.0",",,S",,,"12.1","H,,S","17.3",",,S","7.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-27",,,,,"8.2","H,,S","16.5",",,S","4.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-28",,,,,"7.9","H,,S","11.8",",,S","3.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-29",,,,,"7.8","H,,S",,,"1.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-30",,,,,"10.8","H,,S",,,"4.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-07-31",,,,,"11.7","H,,S",,,"4.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-01",,,,,"10.1","H,,S","18.3",",,S","4.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-02",,,,,"10.3","H,,S","17.9",",,S","5.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-03",,,,,"11.9","H,,S",,,"7.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-04",,,,,"11.3","H,,S","18.4",",,S","6.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-05",,,,,"11.5","H,,S","17.3",",,S","9.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-06",,,,,"15.2","H,,S",,,"10.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-07",,,,,"18.8","H,,S",,,"14.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-08",,,,,"13.6","H,,S","24.8",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-09","45.0",",,S",,,"8.4","H,,S","13.2",",,S","6.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-10","0.3",",,S",,,"6.9","H,,S",,,"2.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-11","0.0",",,S",,,"10.3","H,,S",,,"2.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-12",,,,,"8.6","H,,S","16.5",",,S","3.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-13",,,,,"9.7","H,,S",,,"4.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-14",,,,,"11.3","H,,S",,,"5.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-15",,,,,"10.8","H,,S","18.7",",,S","6.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-16",,,,,"12.9","H,,S",,,"8.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-17",,,,,"15.8","H,,S",,,"10.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-18",,,,,"14.9","H,,S","21.7",",,S","10.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-19",,,,,"15.1","H,,S",,,"12.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-20","0.0",",,S",,,"15.1","H,,S",,,"10.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-21",,,,,"13.1","H,,S","20.6",",,S","7.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-22",,,,,"16.2","H,,S",,,"10.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-23",,,,,"12.0","H,,S","21.7",",,S","6.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-24",,,,,"10.9","H,,S",,,"5.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-25",,,,,"11.8","H,,S",,,"6.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-26",,,,,"13.6","H,,S",,,"6.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-27",,,,,"13.3","H,,S","21.4",",,S","7.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-28",,,,,"14.9","H,,S",,,"10.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-29",,,,,"14.4","H,,S",,,"8.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-30",,,,,"18.1","H,,S",,,"11.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-08-31",,,,,"21.4","H,,S",,,"15.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-01",,,,,"19.3","H,,S","28.5",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-02","29.0",",,S",,,"14.9","H,,S","19.5",",,S","12.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-03","1.0",",,S",,,"14.9","H,,S",,,"13.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-04","0.0",",,S",,,"14.2","H,,S","17.8",",,S","11.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-05","7.1",",,S",,,"14.3","H,,S",,,"11.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-06","0.0",",,S",,,"14.7","H,,S","17.9",",,S","12.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-07","7.9",",,S",,,"15.3","H,,S","17.8",",,S","14.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-08","27.9",",,S",,,"15.5","H,,S",,,"14.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-09","45.0",",,S",,,"13.9","H,,S","16.1",",,S","13.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-10","1.0",",,S",,,"13.1","H,,S",,,"11.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-11","0.0",",,S",,,"15.2","H,,S",,,"11.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-12",,,,,"18.3","H,,S",,,"14.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-13",,,,,"16.6","H,,S","26.4",",,S","14.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-14","0.0",",,S",,,"15.1","H,,S",,,"10.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-15",,,,,"13.6","H,,S",,,"5.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-16",,,,,"17.6","H,,S",,,"10.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-17",,,,,"18.7","H,,S","24.6",",,S","15.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-18",,,,,"18.2","H,,S",,,"12.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-19",,,,,"16.9","H,,S","23.4",",,S","14.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-20","0.0",",,S",,,"17.1","H,,S",,,"14.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-21",,,,,"12.4","H,,S","20.0",",,S","6.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-22",,,,,"13.2","H,,S","16.8",",,S","10.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-23",,,,,"16.1","H,,S",,,"13.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-24",,,,,"15.2","H,,S","20.0",",,S","10.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-25",,,,,"16.4","H,,S","20.2",",,S","12.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-26",,,,,"19.7","H,,S",,,"14.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-27",,,,,"15.8","H,,S","25.4",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-28",,,,,"13.7","H,,S",,,"10.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-29",,,,,"16.9","H,,S",,,"11.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-09-30",,,,,"16.9","H,,S","21.0",",,S","15.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-01",,,,,"17.7","H,,S",,,"10.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-02",,,,,"15.6","H,,S","24.4",",,S","11.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-03",,,,,"13.5","H,,S","19.1",",,S","7.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-04",,,,,"14.4","H,,S",,,"5.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-05",,,,,"18.2","H,,S",,,"12.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-06",,,,,"15.7","H,,S","23.5",",,S","11.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-07",,,,,"12.2","H,,S","18.4",",,S","6.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-08",,,,,"13.8","H,,S",,,"10.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-09",,,,,"15.8","H,,S",,,"10.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-10",,,,,"17.0","H,,S","20.6",",,S","13.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-11",,,,,"17.8","H,,S",,,"15.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-12",,,,,"17.9","H,,S","21.8",",,S","14.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-13",,,,,"18.3","H,,S","21.8",",,S","15.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-14",,,,,"17.6","H,,S",,,"11.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-15",,,,,"15.0","H,,S","25.5",",,S","10.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-16",,,,,"15.6","H,,S","20.4",",,S","9.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-17",,,,,"17.7","H,,S",,,"11.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-18",,,,,"17.8","H,,S",,,"11.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-19",,,,,"17.4","H,,S","23.7",",,S","12.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-20",,,,,"19.5","H,,S",,,"14.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-21",,,,,"21.6","H,,S",,,"16.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-22",,,,,"21.2","H,,S","27.6",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-23","17.0",",,S",,,"17.6","H,,S","26.2",",,S","14.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-24","2.0",",,S",,,"18.2","H,,S",,,"8.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-25","0.0",",,S",,,"23.4","H,,S",,,"16.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-26",,,,,"26.2","H,,S",,,"16.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-27",,,,,"27.8","H,,S","36.3",",,S","21.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-28",,,,,"27.3","H,,S",,,"20.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-29",,,,,"26.2","H,,S","34.4",",,S","21.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-30",,,,,"25.4","H,,S","30.5",",,S","21.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-10-31",,,,,"20.0","H,,S","31.0",",,S","14.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-01",,,,,"17.4","H,,S","20.6",",,S","14.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-02","6.4","D,,S",,,"19.1","H,,S",,,"15.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-03",,,,,"21.6","H,,S",,,"17.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-04",,,,,"23.0","H,,S",,,"19.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-05",,,,,"18.9","H,,S","27.5",",,S","13.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-06",,,,,"16.5","H,,S","22.2",",,S","12.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-07",,,,,"18.9","H,,S",,,"15.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-08",,,,,"22.0","H,,S",,,"15.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-09",,,,,"19.7","H,,S","28.8",",,S","15.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-10",,,,,"20.0","H,,S","23.9",",,S","17.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-11",,,,,"20.9","H,,S",,,"17.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-12",,,,,"20.4","H,,S","25.5",",,S","16.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-13",,,,,"22.4","H,,S",,,"16.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-14",,,,,"22.2","H,,S","29.0",",,S","18.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-15",,,,,"23.4","H,,S",,,"16.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-16",,,,,"19.7","H,,S","29.6",",,S","14.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-17",,,,,"15.7","H,,S",,,"8.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-18",,,,,"19.1","H,,S",,,"10.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-19",,,,,"23.6","H,,S",,,"17.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-20",,,,,"23.7","H,,S","29.8",",,S","17.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-21",,,,,"28.6","H,,S",,,"22.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-22",,,,,"29.3","H,,S",,,,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-23",,,,,"20.6","H,,S","36.4",",,S","14.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-24",,,,,"25.2","H,,S",,,"18.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-25",,,,,"22.9","H,,S","33.5",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-26",,,,,"22.5","H,,S",,,"16.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-27",,,,,"23.1","H,,S","30.0",",,S","19.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-28","15.0",",,S",,,"20.8","H,,S","27.8",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-29","0.0",",,S",,,"20.7","H,,S",,,"17.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-11-30",,,,,"21.3","H,,S",,,"14.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-01",,,,,"19.7","H,,S","26.5",",,S","16.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-02",,,,,"21.1","H,,S",,,"16.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-03",,,,,"22.0","H,,S","26.4",",,S","18.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-04","0.0",",,S",,,"22.0","H,,S",,,"19.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-05",,,,,"21.7","H,,S","26.1",",,S","19.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-06",,,,,"22.3","H,,S",,,"16.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-07",,,,,"23.8","H,,S",,,"20.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-08",,,,,"23.7","H,,S","28.7",",,S","19.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-09",,,,,"23.2","H,,S","28.7",",,S","20.3",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-10",,,,,"22.8","H,,S","26.1",",,S","20.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-11",,,,,"24.2","H,,S",,,"19.2",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-12",,,,,"25.4","H,,S","30.0",",,S","22.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-13",,,,,"24.4","H,,S","30.2",",,S","20.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-14",,,,,"23.9","H,,S","28.7",",,S","20.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-15",,,,,"23.1","H,,S",,,"19.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-16",,,,,"21.4","H,,S","28.2",",,S","16.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-17",,,,,"22.8","H,,S",,,"18.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-18",,,,,"24.0","H,,S",,,"20.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-19",,,,,"25.5","H,,S",,,"20.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-20",,,,,"26.1","H,,S",,,"20.7",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-21",,,,,"25.2","H,,S","31.2",",,S","23.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-22","0.0",",,S",,,"25.8","H,,S",,,"21.1",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-23",,,,,"25.8","H,,S","30.1",",,S","22.6",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-24",,,,,"27.7","H,,S",,,"22.9",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-25","4.1",",,S",,,"26.4","H,,S","33.8",",,S","21.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-26","0.0",",,S",,,"26.4","H,,S",,,"19.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-27",,,,,"26.2","H,,S","33.2",",,S","21.8",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-28",,,,,"28.4","H,,S",,,"23.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-29",,,,,"31.9","H,,S",,,"25.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-30",,,,,"30.9","H,,S","37.2",",,S","26.4",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2021-12-31",,,,,"28.1","H,,S","36.0",",,S","22.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2022-01-01",,,,,"24.9","H,,S","33.5",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2022-01-02",,,,,"26.0","H,,S",,,"19.5",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2022-01-03",,,,,"29.7","H,,S",,,"24.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2022-01-04",,,,,"28.8","H,,S","35.8",",,S",,
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2022-01-05",,,,,"21.9","H,,S","32.0",",,S","16.0",",,S"
"AR000875850","BUENOS AIRES OBSERV, AR","-34.583","-58.483","25.0","2022-01-06",,,,,"23.1","H,,S",,,"18.8",",,S"
